Ward Number	Ward Name	Project #	Prefix	Project Name	Sub-project Name	Year	Budgeted
31	Beaches-East York	LIB907596-1	LIB	Dawes Road Neighbourhood Library	Dawes Road Neighbourhood Library Renovation	2017	138.0
31	Beaches-East York	PKS000022-88	PKS	Trails & Pathways	Ward 31 Pathway Lighting Upgrade	2014	225.0
31	Beaches-East York	FAC906394-327	FAC	Structural/Building Envelope	30 Northline Rd-Window & Exterior Door	2015	6.0
31	Beaches-East York	FAC906394-327	FAC	Structural/Building Envelope	30 Northline Rd-Window & Exterior Door	2016	311.0
31	Beaches-East York	FAC906393-111	FAC	Re-roofing	30 Northline Rd-Built Up Roof Replacement	2016	3.0
31	Beaches-East York	FAC906393-111	FAC	Re-roofing	30 Northline Rd-Built Up Roof Replacement	2017	130.0
31	Beaches-East York	PKS000019-301	PKS	Playgrounds/Waterplay	George Webster Waterplay	2015	200.0
31	Beaches-East York	FAC906395-877	FAC	Mechanical and Electrical	3 Dohme Ave - Various Projects	2023	13.0
31	Beaches-East York	ACH000012-163	ACH	Restoration/Preservation of Heritage Elements	Goulding Massey Estate -FY	2023	600.0
31	Beaches-East York	FAC906395-862	FAC	Mechanical and Electrical	105 Cedarvale - Retrofit Existing Lighting System	2023	7.0
31	Beaches-East York	FAC906393-110	FAC	Re-roofing	3 DOHME AVE-Roof membrane replacement	2023	7.0
32	Beaches-East York	FAC906394-11	FAC	Structural/Building Envelope	97 Main -Repl Vertical Hung Windows	2019	20.0
32	Beaches-East York	FAC906394-11	FAC	Structural/Building Envelope	97 Main -Repl Vertical Hung Windows	2020	192.0
32	Beaches-East York	FAC906396-15	FAC	Sitework	101 Coxwell-Rpl pavement, sidewalks & curbs	2015	25.0
32	Beaches-East York	FAC906396-15	FAC	Sitework	101 Coxwell-Rpl pavement, sidewalks & curbs	2016	261.0
32	Beaches-East York	FAC906396-43	FAC	Sitework	87 Main St-Asphalt Pavement,ext/int repainting	2014	24.0
32	Beaches-East York	FAC906396-43	FAC	Sitework	87 Main St-Asphalt Pavement,ext/int repainting	2015	314.0
32	Beaches-East York	PKS000017-273	PKS	Park Development	Fairmount Park Sport Field Renovations^	2014	25.0
32	Beaches-East York	PKS000017-273	PKS	Park Development	Fairmount Park Sport Field Renovations^	2015	225.0
32	Beaches-East York	PKS000017-511	PKS	Park Development	East Lynn Park Lighting^	2016	100.0
32	Beaches-East York	PKS000022-192	PKS	Trails & Pathways	Williamson/Highcroft Ravine/Fairmount Park	2014	175.0
32	Beaches-East York	PKS000022-194	PKS	Trails & Pathways	Eastern Beaches Boardwalk Improvements	2014	392.0
32	Beaches-East York	PKS000022-237	PKS	Trails & Pathways	Eastern Beaches Boardwalk Improvements Phase 2	2014	450.0
32	Beaches-East York	PKS000022-238	PKS	Trails & Pathways	Eastern Beaches Boardwalk Improvements Phase 3	2014	50.0
32	Beaches-East York	PKS000022-238	PKS	Trails & Pathways	Eastern Beaches Boardwalk Improvements Phase 3	2015	200.0
32	Beaches-East York	TPA000057-2	TPA	Kingston Rd W of Victoria Park	Kingston Rd. W of Victoria Park	2014	100.0
32	Beaches-East York	TPA000057-2	TPA	Kingston Rd W of Victoria Park	Kingston Rd. W of Victoria Park	2015	2400.0
32	Beaches-East York	TPA000061-3	TPA	Queen East (Kippendavie to Lee)	Queen East (Lippendavie to Lee)	2020	3000.0
32	Beaches-East York	TRC16    -41	TRC	WATERFRONT DEVELOPMENT	Wtrfrnt Dev :Ashbridges Bay	2014	250.0
32	Beaches-East York	TRC16    -41	TRC	WATERFRONT DEVELOPMENT	Wtrfrnt Dev :Ashbridges Bay	2015	250.0
32	Beaches-East York	TRC16    -41	TRC	WATERFRONT DEVELOPMENT	Wtrfrnt Dev :Ashbridges Bay	2016	250.0
32	Beaches-East York	TRC16    -41	TRC	WATERFRONT DEVELOPMENT	Wtrfrnt Dev :Ashbridges Bay	2017	250.0
32	Beaches-East York	TRC16    -41	TRC	WATERFRONT DEVELOPMENT	Wtrfrnt Dev :Ashbridges Bay	2018	250.0
32	Beaches-East York	WAS907097-7	WAS	ASHBRIDGES BAY WWTP - BUILDING SERVICES & SITE DEV	CONTROLLED SUBSTANCE IDENTIFICATION AND ABATEMENT	2014	270.0
32	Beaches-East York	PKS000017-686	PKS	Park Development	Ward 32 Park Improvements - S42	2014	225.0
32	Beaches-East York	PKS000017-685	PKS	Park Development	Stephenson Park Improvements - S42/S37	2014	200.0
32	Beaches-East York	PKS000016-321	PKS	Outdoor Recreation Centres	Ashbridges Bay Skateboard Pk-Ph.2 Bowl Constr	2014	125.0
32	Beaches-East York	FAC906393-127	FAC	Re-roofing	97 Main St - Various Projects	2023	11.0
33	Don Valley East	ACH000012-106	ACH	Restoration/Preservation of Heritage Elements	Zion Schoolhouse Roof & Masonry - FY	2015	150.0
33	Don Valley East	ACH000012-106	ACH	Restoration/Preservation of Heritage Elements	Zion Schoolhouse Roof & Masonry - FY	2018	247.0
33	Don Valley East	ACH000012-106	ACH	Restoration/Preservation of Heritage Elements	Zion Schoolhouse Roof & Masonry - FY	2020	450.0
33	Don Valley East	ACH000013-30	ACH	Refurbishment and Rehabilitation	Zion Schoolhouse Interiors -  FY	2019	100.0
33	Don Valley East	FAC906395-246	FAC	Mechanical and Electrical	115 Parkway Forest -Various Projects	2017	12.0
33	Don Valley East	FAC906395-246	FAC	Mechanical and Electrical	115 Parkway Forest -Various Projects	2018	111.0
33	Don Valley East	FAC906396-76	FAC	Sitework	115 Parkway Forest-Asphalt Ravement	2017	20.0
33	Don Valley East	FAC906396-76	FAC	Sitework	115 Parkway Forest-Asphalt Ravement	2019	278.0
33	Don Valley East	PKS000019-187	PKS	Playgrounds/Waterplay	Shawnee Park - New Waterplay^	2014	31.0
33	Don Valley East	PKS000019-284	PKS	Playgrounds/Waterplay	Parkway Forest - New Waterplay	2015	50.0
33	Don Valley East	PKS000019-284	PKS	Playgrounds/Waterplay	Parkway Forest - New Waterplay	2016	550.0
33	Don Valley East	PKS023   -279	PKS	Community Centres	Parkway Forest CC Furniture	2014	600.0
33	Don Valley East	PKS023   -282	PKS	Community Centres	Oriole CC Design - S37	2014	175.0
33	Don Valley East	PKS023   -283	PKS	Community Centres	Oriole CC Construction - S37	2015	847.0
33	Don Valley East	PKS023   -283	PKS	Community Centres	Oriole CC Construction - S37	2016	96.0
33	Don Valley East	PKS000017-669	PKS	Park Development	Ward 33 Park Improvements - S42/S37	2014	119.0
33	Don Valley East	PKS000017-670	PKS	Park Development	Lescon Park Lights - S37	2014	60.0
34	Don Valley East	FAC906393-71	FAC	Re-roofing	18 Dyas-Replacement of Warehouse Roof and Parking	2014	211.0
34	Don Valley East	FAC906393-71	FAC	Re-roofing	18 Dyas-Replacement of Warehouse Roof and Parking	2015	100.0
34	Don Valley East	FAC906394-187	FAC	Structural/Building Envelope	14 Days-Rpl Wlkwys,Stairs & Lower Roof	2016	203.0
34	Don Valley East	FAC906394-187	FAC	Structural/Building Envelope	14 Days-Rpl Wlkwys,Stairs & Lower Roof	2017	249.0
34	Don Valley East	FAC906395-227	FAC	Mechanical and Electrical	18 Dyas-Co Monitoring	2021	138.0
34	Don Valley East	FAC906395-227	FAC	Mechanical and Electrical	18 Dyas-Co Monitoring	2022	983.0
34	Don Valley East	FAC906395-639	FAC	Mechanical and Electrical	143 Bond St-Repl Boilers	2017	24.0
34	Don Valley East	FAC906395-639	FAC	Mechanical and Electrical	143 Bond St-Repl Boilers	2019	201.0
34	Don Valley East	FAC906397-198	FAC	Renovations	14 Days-Replace Carpet Flooring, Paint	2015	17.0
34	Don Valley East	FAC906397-198	FAC	Renovations	14 Days-Replace Carpet Flooring, Paint	2016	54.0
34	Don Valley East	LIB907892-1	LIB	Brookbanks Renovation	Brookbanks Renovation	2020	149.0
34	Don Valley East	LIB907892-1	LIB	Brookbanks Renovation	Brookbanks Renovation	2021	176.0
34	Don Valley East	LIB907892-1	LIB	Brookbanks Renovation	Brookbanks Renovation	2022	1500.0
34	Don Valley East	LIB907892-2	LIB	Brookbanks Renovation	Brookbanks Expansion	2023	543.0
34	Don Valley East	PKS000017-544	PKS	Park Development	Graydon Hall Pk Improvements - S37	2014	100.0
34	Don Valley East	PKS000021-152	PKS	Arena	Victoria Village Arena Additional Community Space	2014	60.0
34	Don Valley East	PKS000021-196	PKS	Arena	Don Mills Civitan Arena Replacement - Design	2016	200.0
34	Don Valley East	PKS000021-197	PKS	Arena	Don Mills Civitan Arena Replacement - Construction	2018	4545.0
34	Don Valley East	PKS000021-197	PKS	Arena	Don Mills Civitan Arena Replacement - Construction	2019	5119.0
34	Don Valley East	FAC906394-320	FAC	Structural/Building Envelope	160 DUNCAN MILL-Structural InteriorFinishes Mechan	2017	18.0
34	Don Valley East	FAC906394-320	FAC	Structural/Building Envelope	160 DUNCAN MILL-Structural InteriorFinishes Mechan	2018	272.0
34	Don Valley East	PKS000017-720	PKS	Park Development	Ward 34 South Park Improvements S42	2014	230.0
34	Don Valley East	FAC906395-871	FAC	Mechanical and Electrical	2 DYAS-Various Mech SOGR Projects	2016	30.0
34	Don Valley East	FAC906395-871	FAC	Mechanical and Electrical	2 DYAS-Various Mech SOGR Projects	2017	311.0
34	Don Valley East	FAC906397-274	FAC	Renovations	14 Dyas -Var Interior Finishes Projects	2023	26.0
34	Don Valley East	FAC906395-870	FAC	Mechanical and Electrical	18 Dyas Road - Various Projects - Electrical 1	2023	137.0
34	Don Valley East	PKS000017-701	PKS	Park Development	Graydon Hall Park Improvements FY2014	2014	400.0
35	Scarborough Southwest	FAC906397-251	FAC	Renovations	313 Pharmacy- Parking&Outdoor Rink	2017	166.0
35	Scarborough Southwest	FAC906397-251	FAC	Renovations	313 Pharmacy- Parking&Outdoor Rink	2018	759.0
35	Scarborough Southwest	FAC906397-75	FAC	Renovations	313 Pharmacy Ave-Repaint Ceilings, Floors	2023	41.0
35	Scarborough Southwest	PKS000019-207	PKS	Playgrounds/Waterplay	Clairlea Park - Install Spray Pad^	2015	50.0
35	Scarborough Southwest	PKS000019-207	PKS	Playgrounds/Waterplay	Clairlea Park - Install Spray Pad^	2016	450.0
35	Scarborough Southwest	FAC906395-880	FAC	Mechanical and Electrical	313 Pharmacy Ave - Various Projects	2023	12.0
35	Scarborough Southwest	PKS000017-739	PKS	Park Development	Ward 35 Park Improvements - S42/S37/S45	2014	256.0
36	Scarborough Southwest	FAC906395-270	FAC	Mechanical and Electrical	116 Dorset Dr-Replace DHW Heater	2015	2.0
36	Scarborough Southwest	FAC906395-270	FAC	Mechanical and Electrical	116 Dorset Dr-Replace DHW Heater	2016	17.0
36	Scarborough Southwest	FAC906396-42	FAC	Sitework	1535 Kingston - Rpl Sidewalk, Curbs, Asphalt	2020	13.0
36	Scarborough Southwest	FAC906396-42	FAC	Sitework	1535 Kingston - Rpl Sidewalk, Curbs, Asphalt	2021	159.0
36	Scarborough Southwest	PKS000017-661	PKS	Park Development	Midland/St. Clair Pk E Development - S37	2014	240.0
36	Scarborough Southwest	PKS000019-198	PKS	Playgrounds/Waterplay	Cathedral Bluffs Park Playground/Splash Pad^	2015	50.0
36	Scarborough Southwest	PKS000019-198	PKS	Playgrounds/Waterplay	Cathedral Bluffs Park Playground/Splash Pad^	2016	450.0
36	Scarborough Southwest	PKS000022-118	PKS	Trails & Pathways	Bluffers Park - Install Pathway Lighting^	2015	150.0
36	Scarborough Southwest	PKS023   -288	PKS	Community Centres	Birchmount CC - Build Double Gym - Design	2015	350.0
36	Scarborough Southwest	PKS023   -288	PKS	Community Centres	Birchmount CC - Build Double Gym - Design	2016	250.0
36	Scarborough Southwest	PKS023   -289	PKS	Community Centres	Birchmount CC - Build Double Gym Construction	2017	700.0
36	Scarborough Southwest	PKS000017-716	PKS	Park Development	McCowan District Park, Phase 2 - Construction	2015	13.0
36	Scarborough Southwest	FAC906397-276	FAC	Renovations	1535 Kingston Road - Various Projects	2023	113.0
36	Scarborough Southwest	FAC906397-275	FAC	Renovations	1535 Kingston Road - Various Projects	2023	17.0
36	Scarborough Southwest	PKS000017-715	PKS	Park Development	McCowan District Park, Phase 2 - Design	2014	100.0
36	Scarborough Southwest	PKS000017-715	PKS	Park Development	McCowan District Park, Phase 2 - Design	2015	125.0
36	Scarborough Southwest	PKS000017-715	PKS	Park Development	McCowan District Park, Phase 2 - Design	2016	100.0
36	Scarborough Southwest	PKS000017-715	PKS	Park Development	McCowan District Park, Phase 2 - Design	2017	100.0
37	Scarborough Centre	CHS907637-1	CHS	Squirrel's Nest Day Care Centre	Squirrel's Nest Daycare Centre	2014	77.0
37	Scarborough Centre	FAC906394-131	FAC	Structural/Building Envelope	2444 Eglinton Ave E-Rpl Windows/OH door	2018	12.0
37	Scarborough Centre	FAC906394-131	FAC	Structural/Building Envelope	2444 Eglinton Ave E-Rpl Windows/OH door	2019	152.0
37	Scarborough Centre	FAC906395-74	FAC	Mechanical and Electrical	1305 Ellesmere Rd-Var Reno Projects	2018	49.0
37	Scarborough Centre	FAC906395-74	FAC	Mechanical and Electrical	1305 Ellesmere Rd-Var Reno Projects	2019	673.0
37	Scarborough Centre	PKS000017-353	PKS	Park Development	Brimley/401/Progress^	2016	40.0
37	Scarborough Centre	PKS000017-353	PKS	Park Development	Brimley/401/Progress^	2017	370.0
37	Scarborough Centre	FAC906396-135	FAC	Sitework	1050 Ellesmere Rd - Bldg D - Various Projects	2023	74.0
37	Scarborough Centre	FAC906394-346	FAC	Structural/Building Envelope	2430 LawrenceE-Exterior Wall Rehabilitation	2014	10.0
37	Scarborough Centre	FAC906394-346	FAC	Structural/Building Envelope	2430 LawrenceE-Exterior Wall Rehabilitation	2015	107.0
37	Scarborough Centre	LIB907255-3	LIB	Library Processing Centre Relocation to Ellesmere	Library Processing Centre Change of Scope	2014	600.0
37	Scarborough Centre	TRN908026-1	TRN	CP Industrial Spur Line	CP Industrial Spur Line	2014	1400.0
38	Scarborough Centre	ACH000011-49	ACH	Service Enhancement	Scarborough Museum Kennedy Gallery - FY	2021	600.0
38	Scarborough Centre	ACH000012-143	ACH	Restoration/Preservation of Heritage Elements	Scarborough Museum Restoration-2013	2014	198.0
38	Scarborough Centre	ACH000013-27	ACH	Refurbishment and Rehabilitation	Scarborough Museum Interiors- FY	2021	200.0
38	Scarborough Centre	ACH000013-27	ACH	Refurbishment and Rehabilitation	Scarborough Museum Interiors- FY	2022	300.0
38	Scarborough Centre	FAC906393-69	FAC	Re-roofing	740 Markham-Re-roofing	2014	4.0
38	Scarborough Centre	FAC906393-69	FAC	Re-roofing	740 Markham-Re-roofing	2015	181.0
38	Scarborough Centre	FAC906395-258	FAC	Mechanical and Electrical	740 Markham Rd-Replace HW Heating Boiler	2017	7.0
38	Scarborough Centre	FAC906395-258	FAC	Mechanical and Electrical	740 Markham Rd-Replace HW Heating Boiler	2019	85.0
38	Scarborough Centre	FAC906395-456	FAC	Mechanical and Electrical	821 Progress-Rpl Pavement,Elevator	2015	43.0
38	Scarborough Centre	FAC906395-456	FAC	Mechanical and Electrical	821 Progress-Rpl Pavement,Elevator	2016	393.0
38	Scarborough Centre	FAC906395-456	FAC	Mechanical and Electrical	821 Progress-Rpl Pavement,Elevator	2017	334.0
38	Scarborough Centre	FAC906395-72	FAC	Mechanical and Electrical	150 Borough Dr-MCC Replacement	2023	17.0
38	Scarborough Centre	LIB000329-1	LIB	Scarborough Civic Centre New Construction	Scarborough Civic Centre New Construction	2014	3347.0
38	Scarborough Centre	PKS000017-49	PKS	Park Development	Thomson Park - Redevelopment of Park Areas^	2014	125.0
38	Scarborough Centre	PKS000019-227	PKS	Playgrounds/Waterplay	Thomson Memorial Park - Wading Pool Conversion	2014	50.0
38	Scarborough Centre	PKS000019-227	PKS	Playgrounds/Waterplay	Thomson Memorial Park - Wading Pool Conversion	2015	450.0
38	Scarborough Centre	PKS000019-280	PKS	Playgrounds/Waterplay	MacGregor Park - Wading Pool Conversion	2018	118.0
38	Scarborough Centre	ACH000012-155	ACH	Restoration/Preservation of Heritage Elements	Scarborough Museum Restoration-2014	2014	100.0
38	Scarborough Centre	FAC906395-911	FAC	Mechanical and Electrical	821 Progress Ave - Replacement of All Power Distri	2023	17.0
38	Scarborough Centre	FAC906394-326	FAC	Structural/Building Envelope	2900 Lawrence Ave E - Exterior Doors and Various R	2023	10.0
38	Scarborough Centre	FAC906395-879	FAC	Mechanical and Electrical	3100 EGLINTON AVE E - Various Projects	2023	5.0
38	Scarborough Centre	FAC906394-330	FAC	Structural/Building Envelope	3100 EGLINTON E-Exterior & Overhead Door	2023	26.0
38	Scarborough Centre	FAC906396-137	FAC	Sitework	150 Borough Dr - Various Projects	2023	113.0
38	Scarborough Centre	FAC906394-342	FAC	Structural/Building Envelope	821 Progress Ave - Various Projects	2023	12.0
38	Scarborough Centre	FAC906397-291	FAC	Renovations	821 Progress Ave - Various Projects	2023	5.0
39	Scarborough-Agincourt	FAC906396-99	FAC	Sitework	3061 Birchmount Rd-Asphalt Pavement,Curbs	2014	16.0
39	Scarborough-Agincourt	FAC906396-99	FAC	Sitework	3061 Birchmount Rd-Asphalt Pavement,Curbs	2015	161.0
39	Scarborough-Agincourt	LIB907730-7	LIB	Bridlewood Renovation	Bridlewood Renovation 2013-2017	2015	807.0
39	Scarborough-Agincourt	LIB907730-7	LIB	Bridlewood Renovation	Bridlewood Renovation 2013-2017	2017	442.0
39	Scarborough-Agincourt	LIB907730-8	LIB	Bridlewood Renovation	Bridlewood Expansion 2013-2017	2015	293.0
39	Scarborough-Agincourt	LIB907730-8	LIB	Bridlewood Renovation	Bridlewood Expansion 2013-2017	2017	358.0
39	Scarborough-Agincourt	FAC906394-328	FAC	Structural/Building Envelope	3061 Birchmount Road - Various Projects	2023	5.0
39	Scarborough-Agincourt	TTC908032-1	TTC	McNicoll Bus Garage Facility	McNicoll Bus Garage Facility - Growth	2014	2000.0
39	Scarborough-Agincourt	TTC908032-1	TTC	McNicoll Bus Garage Facility	McNicoll Bus Garage Facility - Growth	2015	5000.0
39	Scarborough-Agincourt	TTC908032-1	TTC	McNicoll Bus Garage Facility	McNicoll Bus Garage Facility - Growth	2016	10000.0
40	Scarborough-Agincourt	PKS000019-206	PKS	Playgrounds/Waterplay	Vradenburg Park - New Waterplay^	2014	50.0
40	Scarborough-Agincourt	PKS000019-206	PKS	Playgrounds/Waterplay	Vradenburg Park - New Waterplay^	2015	450.0
40	Scarborough-Agincourt	PKS000022-107	PKS	Trails & Pathways	Vradenburg Park - New Trail System^	2015	175.0
40	Scarborough-Agincourt	PKS000017-735	PKS	Park Development	Ward 40 Park Improvements - S42	2014	125.0
41	Scarborough-Rouge River	PKS023   -248	PKS	Community Centres	Milliken Park CRC Expansion Construction - S37	2014	1653.0
41	Scarborough-Rouge River	PKS023   -278	PKS	Community Centres	Milliken CC - S37 Accumulated interest	2015	200.0
41	Scarborough-Rouge River	TRC907697-28	TRC	CRITICAL EROSION CONTROL & FLOODWORKS NEEDS	Layer1:EC 447-449 GUILDWOOD PARKWAY	2015	1500.0
41	Scarborough-Rouge River	TRC907697-28	TRC	CRITICAL EROSION CONTROL & FLOODWORKS NEEDS	Layer1:EC 447-449 GUILDWOOD PARKWAY	2016	600.0
42	Scarborough-Rouge River	FAC906393-59	FAC	Re-roofing	37 Lapsley-Replace roofing systems	2014	11.0
42	Scarborough-Rouge River	FAC906393-59	FAC	Re-roofing	37 Lapsley-Replace roofing systems	2015	210.0
42	Scarborough-Rouge River	FAC906394-20	FAC	Structural/Building Envelope	1530 Markham-Rev Doors Pavers Ceilings	2023	46.0
42	Scarborough-Rouge River	FAC906394-40	FAC	Structural/Building Envelope	1530 Markham-Windows&install glazng units	2018	87.0
42	Scarborough-Rouge River	FAC906394-40	FAC	Structural/Building Envelope	1530 Markham-Windows&install glazng units	2019	794.0
42	Scarborough-Rouge River	FAC906395-237	FAC	Mechanical and Electrical	900 Tapscott -Repl Domestic Hot Water Heater	2017	24.0
42	Scarborough-Rouge River	PKS023   -284	PKS	Community Centres	North East Scarborough CC (RFR#3) Design	2018	160.0
42	Scarborough-Rouge River	PKS000024-242	PKS	Environmental Initiatives	Rouge Park - Beare Road Construction	2015	250.0
42	Scarborough-Rouge River	PKS000024-242	PKS	Environmental Initiatives	Rouge Park - Beare Road Construction	2016	500.0
42	Scarborough-Rouge River	PKS000024-242	PKS	Environmental Initiatives	Rouge Park - Beare Road Construction	2017	500.0
42	Scarborough-Rouge River	PKS000024-242	PKS	Environmental Initiatives	Rouge Park - Beare Road Construction	2018	100.0
42	Scarborough-Rouge River	FAC906395-851	FAC	Mechanical and Electrical	242 Milner-Humidifier Air Handling Units	2014	36.0
42	Scarborough-Rouge River	FAC906395-851	FAC	Mechanical and Electrical	242 Milner-Humidifier Air Handling Units	2015	364.0
42	Scarborough-Rouge River	PKS000024-239	PKS	Environmental Initiatives	Rouge Park - Beare Road Project Design	2014	150.0
42	Scarborough-Rouge River	ERP906993-25	ERP	Energy Retrofit Projects	ERP - Efficiencies-Americas Pavillion Toronto Zoo	2014	60.0
